WORD,MEANING,AoAtestbased,AoArating,LWV,CDI,Morr,Floc
ad nauseam,to a sickening extent,12,,12,#N/A,#N/A,#N/A
ad valorem,relates to value,14,,16,#N/A,#N/A,#N/A
adage,proverb,14,14.4,16,#N/A,#N/A,#N/A
adagio,a slow movement,12,12.6,12,#N/A,#N/A,#N/A
adagio,slowly,14,12.6,16,#N/A,#N/A,#N/A
adamant,extremely hard,12,14.3,12,#N/A,#N/A,#N/A
adamantine,unyielding,14,15.9,16,#N/A,#N/A,#N/A
Adam's apple,part of throat,4,,4,#N/A,#N/A,#N/A
adapt,make suitable,8,9.7,8,#N/A,#N/A,6
adaptability,ability to adjust,4,11.7,4,#N/A,#N/A,#N/A
adaptable,fits new conditions,8,9.4,8,#N/A,#N/A,#N/A
adaptation,changing to fit,8,11.4,8,#N/A,#N/A,#N/A
adapter,fits parts together,10,11.8,10,#N/A,#N/A,#N/A
adaption,making fit,8,12.4,8,#N/A,#N/A,#N/A
adaptive,modifiable,12,11.3,12,#N/A,#N/A,#N/A
add,find the sum,2,4.5,4,#N/A,#N/A,#N/A
add,go on to say,8,4.5,8,#N/A,#N/A,#N/A
add up,to add together,2,,4,#N/A,#N/A,#N/A
addax,kind of antelope,14,,16,#N/A,#N/A,#N/A
addend,to be added,14,,16,#N/A,#N/A,#N/A
addendum,thing added,14,15.7,16,#N/A,#N/A,#N/A
adder,a machine for adding,2,9.6,4,#N/A,#N/A,#N/A
adder,snake,13,9.6,13,#N/A,#N/A,#N/A
adder's mouth,a kind of orchid,14,,16,#N/A,#N/A,#N/A
addict,slave to habit,10,10.7,10,#N/A,#N/A,7
addicted,inclined by habit,8,10.7,8,#N/A,#N/A,#N/A
addition,summing up numbers,2,6.3,4,#N/A,#N/A,#N/A
additional,extra,8,9.0,8,#N/A,#N/A,#N/A
additive,something added,10,12.3,10,#N/A,#N/A,#N/A
addle,muddle,14,13.1,16,#N/A,#N/A,#N/A
addled,"rotten, spoiled",12,12.0,12,#N/A,#N/A,#N/A
addlepated,has mixed-up brain,12,,12,#N/A,#N/A,#N/A
address,a speech,2,5.5,4,#N/A,#N/A,4
address,street number,2,5.5,4,#N/A,#N/A,4
address,to speak,6,5.5,6,#N/A,#N/A,4
address,apply oneself,6,5.5,6,#N/A,#N/A,4
address,to make a speech,8,5.5,8,#N/A,#N/A,4
address,ready skill,13,5.5,13,#N/A,#N/A,4
address,a golf term,14,5.5,16,#N/A,#N/A,4
addressee,person written to,4,10.0,4,#N/A,#N/A,#N/A
adduce,to cite,14,13.0,16,#N/A,#N/A,#N/A
adduct,draw toward axis,14,,16,#N/A,#N/A,#N/A
ade,suffix meaning a drink,8,,8,#N/A,#N/A,#N/A
adenoids,growth in throat,6,,6,#N/A,#N/A,#N/A
adenoma,a glandular tumor,14,13.8,16,#N/A,#N/A,#N/A
adept,expert,14,12.2,16,#N/A,#N/A,8
adequacy,suitability,8,12.5,8,#N/A,#N/A,#N/A
adequate,good enough,8,10.4,8,#N/A,#N/A,#N/A
adequate,what is needed,10,10.4,10,#N/A,#N/A,#N/A
adequately,well enough,10,,10,#N/A,#N/A,#N/A
adhere,stick to,12,11.2,12,#N/A,#N/A,6
adherence,attachment,13,12.0,13,#N/A,#N/A,#N/A
adherent,supporter,14,14.2,16,#N/A,#N/A,#N/A
adhesion,sticking together,12,13.5,12,#N/A,#N/A,#N/A
adhesive,sticky,6,9.2,6,#N/A,#N/A,#N/A
adiabatic,without loss of heat,14,18.5,16,#N/A,#N/A,#N/A
adiabatic gradient,rate of cooling or warming,14,,16,#N/A,#N/A,#N/A
adieu,farewell,10,,10,#N/A,#N/A,#N/A
adios,goodbye,6,,6,#N/A,#N/A,#N/A
adipose,fatty,14,15.7,16,#N/A,#N/A,#N/A
adit,an entrance,14,,16,#N/A,#N/A,#N/A
adither,"excited, bustling",14,,16,#N/A,#N/A,#N/A
adjacent, next to,10,11.1,10,#N/A,#N/A,7
adjective,a describing word,4,8.6,4,#N/A,#N/A,#N/A
adjective,a modifying word,6,8.6,6,#N/A,#N/A,#N/A
adjoins,is next to,8,,8,#N/A,#N/A,#N/A
adjourn,end a meeting,6,12.5,6,#N/A,#N/A,#N/A
adjournment,a stopping,8,13.1,8,#N/A,#N/A,#N/A
adjudge,declare by law,14,15.2,16,#N/A,#N/A,#N/A
adjudicate,pass judgment,14,15.3,16,#N/A,#N/A,#N/A
adjudicator,judge,14,16.5,16,#N/A,#N/A,#N/A
adjunct,addition,14,13.1,16,#N/A,#N/A,#N/A
adjuration, solemn command,14,16.0,16,#N/A,#N/A,#N/A
adjure,to request seriously,14,13.1,16,#N/A,#N/A,#N/A
adjust,to settle,2,9.4,4,#N/A,#N/A,1
adjust,arrange,6,9.4,6,#N/A,#N/A,1
adjustable,can be regulated,4,9.0,4,#N/A,#N/A,#N/A
adjuster,settles disputes or claims,6,11.3,6,#N/A,#N/A,#N/A
adjustment,a changing to fit,2,9.7,4,#N/A,#N/A,#N/A
adjutant,assisting army officer,14,13.9,16,#N/A,#N/A,#N/A
adjutant-general,high-ranking officer,8,,8,#N/A,#N/A,#N/A
adjuvant,auxiliary,14,14.3,16,#N/A,#N/A,#N/A
ad-lib,act without script,12,,12,#N/A,#N/A,#N/A
administer,manage,8,9.4,8,#N/A,#N/A,#N/A
administer,"to give out, supply",8,9.4,8,#N/A,#N/A,#N/A
administer,to give (an oath),12,9.4,12,#N/A,#N/A,#N/A
administration,management,6,11.1,6,#N/A,#N/A,#N/A
administration,period of off ice,6,11.1,6,#N/A,#N/A,#N/A
administrative,managing,8,11.5,8,#N/A,#N/A,#N/A
administrator,one who directs,6,11.7,6,#N/A,#N/A,#N/A
admirable,very good,6,11.4,6,#N/A,#N/A,#N/A
admirably,excellently,10,,10,#N/A,#N/A,#N/A
admiral,navy officer,4,8.7,4,#N/A,#N/A,#N/A
admiralty,top naval officers,13,11.4,13,#N/A,#N/A,#N/A
admiralty,a naval office,14,11.4,16,#N/A,#N/A,#N/A
admiration,great delight,6,9.0,6,#N/A,#N/A,#N/A
admire,think well of,2,7.9,4,#N/A,#N/A,#N/A
admirer,one who approves,4,8.8,4,#N/A,#N/A,#N/A
admirer,friend,6,8.8,6,#N/A,#N/A,#N/A
admiringly,with praise,2,,4,#N/A,#N/A,#N/A
admissible,can be permitted,8,13.1,8,#N/A,#N/A,#N/A
admission,right to enter,2,9.0,4,#N/A,#N/A,#N/A
admission,ticket price,4,9.0,4,#N/A,#N/A,#N/A
admission,acknowledgment,10,9.0,10,#N/A,#N/A,#N/A
admit,let in,4,7.2,4,#N/A,#N/A,#N/A
admit,accept as true,8,7.2,8,#N/A,#N/A,#N/A
admittance,letting in,8,10.4,8,#N/A,#N/A,#N/A
admixture,act of mixing,14,14.1,16,#N/A,#N/A,#N/A
admonish,scold gently,13,12.2,13,#N/A,#N/A,7
admonition,warning,13,13.9,13,#N/A,#N/A,#N/A
admonitory,advisory,14,,16,#N/A,#N/A,#N/A
ado,fuss,14,11.9,16,#N/A,#N/A,#N/A
adobe,sun-dried bricks,4,12.2,4,#N/A,#N/A,#N/A
adolescence,youth,10,11.1,10,#N/A,#N/A,#N/A
adolescent,"teenager, youth",8,11.1,8,#N/A,#N/A,#N/A
adopt,,4,8.2,#N/A,#N/A,#N/A,3
adoption,take as one's own,4,7.8,4,#N/A,#N/A,#N/A
adoption,taking as one's own,4,7.8,4,#N/A,#N/A,#N/A
adorable,lovely,4,6.9,4,#N/A,#N/A,#N/A
adoration,deep love,8,11.8,8,#N/A,#N/A,#N/A
adore,love very much,2,8.2,4,#N/A,#N/A,#N/A
adore,worship,8,8.2,8,#N/A,#N/A,#N/A
adorn,decorate,10,11.7,10,#N/A,#N/A,#N/A
adornment,decoration,10,12.3,10,#N/A,#N/A,#N/A
adown,"poetic for ""down""",12,,12,#N/A,#N/A,#N/A
adrenal,near the kidneys,14,14.2,16,#N/A,#N/A,#N/A
adrenalin,gland secretion,12,11.7,12,#N/A,#N/A,#N/A
adrift, floating,6,11.1,6,#N/A,#N/A,#N/A
adroit,skillful,14,12.8,16,#N/A,#N/A,#N/A
adsorb,to hold in contact,12,,12,#N/A,#N/A,#N/A
adsorption,holding in contact,12,,12,#N/A,#N/A,#N/A
adsum,I am present,14,,16,#N/A,#N/A,#N/A
adulate,to praise or flatter,12,,12,#N/A,#N/A,#N/A
adulation,praise,14,12.7,16,#N/A,#N/A,#N/A
adulatory, flattering,14,,16,#N/A,#N/A,#N/A
adult,grown-up,2,5.1,4,#N/A,#N/A,#N/A
adulterate,to add an improper substance,12,13.8,12,#N/A,#N/A,#N/A
adulterate,lower in value,13,13.8,13,#N/A,#N/A,#N/A
adulteration,adding improper substance,12,,12,#N/A,#N/A,#N/A
adulterer,unfaithful husband,12,11.6,12,#N/A,#N/A,#N/A
adulteress,an unfaithful wife,10,12.2,10,#N/A,#N/A,#N/A
adultery,sex outside of marriage,10,11.6,10,#N/A,#N/A,#N/A
adulthood,being grown-up,2,10.0,4,#N/A,#N/A,#N/A
adumbrate,to give hint of,14,,16,#N/A,#N/A,#N/A
adumbration,a foreshadowing,14,16.5,16,#N/A,#N/A,#N/A
advance,go forward,4,8.6,4,#N/A,#N/A,#N/A
advance,give beforehand,6,8.6,6,#N/A,#N/A,#N/A
advanced,far along,4,8.7,4,#N/A,#N/A,#N/A
advancement,moving forward,6,10.9,6,#N/A,#N/A,#N/A
advances,a personal approach,10,8.6,10,#N/A,#N/A,#N/A
advantage,anything that helps,8,9.3,8,#N/A,#N/A,3
advantage,being stronger,8,9.3,8,#N/A,#N/A,3
advantage,first point after deuce,13,9.3,13,#N/A,#N/A,3
advantageous,helpful,6,12.6,6,#N/A,#N/A,#N/A
Advent,a holy period,10,10.4,10,#N/A,#N/A,#N/A
advent,a coming,10,10.4,10,#N/A,#N/A,#N/A
adventitious,accidentally acquired,14,,16,#N/A,#N/A,#N/A
adventive,not native,14,,16,#N/A,#N/A,#N/A
adventure,exciting happening,2,5.7,4,#N/A,#N/A,#N/A
adventurer,seeks excitement,6,7.9,6,#N/A,#N/A,#N/A
adventuress, a woman adventurer,10,10.4,10,#N/A,#N/A,#N/A
adventuress,scheming woman,13,10.4,13,#N/A,#N/A,#N/A
adventurous,daring,6,10.0,6,#N/A,#N/A,#N/A
adverb,part of speech,6,8.1,6,#N/A,#N/A,#N/A
adversary,enemy,13,12.7,13,#N/A,#N/A,#N/A
adverse,unfavorable,12,11.6,12,#N/A,#N/A,#N/A
adverse,turned against,12,11.6,12,#N/A,#N/A,#N/A
adversity,hardship,14,11.8,16,#N/A,#N/A,#N/A
advert,to refer to,14,14.2,16,#N/A,#N/A,#N/A
advertise,to give public notice,2,9.6,4,#N/A,#N/A,#N/A
advertisement,paid announcement,4,7.7,4,#N/A,#N/A,#N/A
advertiser,gives news of sales,8,11.0,8,#N/A,#N/A,#N/A
advice,helpful information,2,8.7,4,#N/A,#N/A,3
advisability,considered wise,10,,10,#N/A,#N/A,#N/A
advisable,should be done,6,10.8,6,#N/A,#N/A,#N/A
advise,to inform,4,9.0,4,#N/A,#N/A,#N/A
advise,give one's opinion,4,9.0,4,#N/A,#N/A,#N/A
advisedly,after careful thought,12,,12,#N/A,#N/A,#N/A
advisement,consideration,14,12.5,16,#N/A,#N/A,#N/A
adviser,gives opinion,6,10.8,6,#N/A,#N/A,#N/A
advisory,giving opinion,6,11.6,6,#N/A,#N/A,#N/A
advocacy,support,14,14.1,16,#N/A,#N/A,#N/A
advocate,supporter,12,11.1,12,#N/A,#N/A,8
advocate,to speak in favor of,12,11.1,12,#N/A,#N/A,8
adz,steel tool,14,,16,#N/A,#N/A,#N/A
adze,axlike tool,14,,16,#N/A,#N/A,#N/A
aedes,kind of mosquito,14,,16,#N/A,#N/A,#N/A
aedile,ancient Roman official,14,,16,#N/A,#N/A,#N/A
aegis,sponsorship,14,17.0,16,#N/A,#N/A,#N/A
aeolian harp,stringed instrument,14,,16,#N/A,#N/A,#N/A
aeon,an agelong period,12,14.1,12,#N/A,#N/A,#N/A
aerate,mix with air,13,13.4,13,#N/A,#N/A,#N/A
aerial,in the air,6,10.0,6,#N/A,#N/A,#N/A
aerial,an antenna,6,10.0,6,#N/A,#N/A,#N/A
aerialist,a trapeze artist,12,14.1,12,#N/A,#N/A,#N/A
aerie,eagle's nest,12,13.0,12,#N/A,#N/A,#N/A
aerobe,oxygen-tolerating bacterium,14,,16,#N/A,#N/A,#N/A
aerodynamics,science of air motion,10,11.5,10,#N/A,#N/A,#N/A
aerolite,kind of meteor,14,,16,#N/A,#N/A,#N/A
aerolith,a stony meterorite,12,,12,#N/A,#N/A,#N/A
aeronaut,flier,12,12.9,12,#N/A,#N/A,#N/A
aeronautics,about aviation,8,12.4,8,#N/A,#N/A,#N/A
aerosol,spray,6,9.5,6,#N/A,#N/A,#N/A
aerospace,atmosphere and space,12,12.1,12,#N/A,#N/A,#N/A
aerostat,airship,14,,16,#N/A,#N/A,#N/A
aesthete,a lover of beauty,13,14.9,13,#N/A,#N/A,#N/A
aesthetic,sense of beauty,12,15.7,12,#N/A,#N/A,#N/A
aesthetics,laws of beauty,13,15.1,13,#N/A,#N/A,#N/A
aestival,pertaining to summer,14,,16,#N/A,#N/A,#N/A
afar,at a distance,4,9.4,4,#N/A,#N/A,#N/A
afar off,in the distance,4,,4,#N/A,#N/A,#N/A
afeared,afraid,2,,4,#N/A,#N/A,#N/A
affability,friendliness,14,14.1,16,#N/A,#N/A,#N/A
affable,pleasant,13,13.4,13,#N/A,#N/A,#N/A
affair,business,8,10.5,8,#N/A,#N/A,#N/A
affair,a romance,8,10.5,8,#N/A,#N/A,#N/A
affect,influence,6,8.9,6,#N/A,#N/A,#N/A
affect,emotion,12,8.9,12,#N/A,#N/A,#N/A
affect,to pretend to have,14,8.9,16,#N/A,#N/A,#N/A
affectation,putting on for show,12,13.8,12,#N/A,#N/A,#N/A
affected,put on for show,13,8.9,13,#N/A,#N/A,#N/A
affecting,influencing,10,8.9,10,#N/A,#N/A,#N/A
affecting,emotionally exciting,14,8.9,16,#N/A,#N/A,#N/A
affection,fondness,6,8.9,6,#N/A,#N/A,#N/A
affectionate,loving,6,8.4,6,#N/A,#N/A,#N/A
affectionately,with love,8,,8,#N/A,#N/A,#N/A
afferent,leading toward,13,,13,#N/A,#N/A,#N/A
affiance,engage to marry,14,,16,#N/A,#N/A,#N/A
affidavit,sworn statement,10,14.0,10,#N/A,#N/A,#N/A
affiliate,associate,12,12.0,12,#N/A,#N/A,#N/A
affiliation,association,10,12.3,10,#N/A,#N/A,#N/A
affinity,attraction,14,12.2,16,#N/A,#N/A,#N/A
affinity,relationship,14,12.2,16,#N/A,#N/A,#N/A
affirm,declare true,10,11.9,10,#N/A,#N/A,#N/A
affirmation,truthful statement,10,12.0,10,#N/A,#N/A,#N/A
affirmative,favoring the question debated,10,10.7,10,#N/A,#N/A,#N/A
affirmative,answering yes,10,10.7,10,#N/A,#N/A,#N/A
affix,prefix or suffix,10,11.9,10,#N/A,#N/A,#N/A
affix,attach,12,11.9,12,#N/A,#N/A,#N/A
afflatus,overpowering impulse,14,,16,#N/A,#N/A,#N/A
afflatus,inspiration,14,,16,#N/A,#N/A,#N/A
afflict,to cause suffering,12,11.5,12,#N/A,#N/A,#N/A
afflicted,having pain or trouble,8,,8,#N/A,#N/A,#N/A
affliction,misfortune,10,11.0,10,#N/A,#N/A,7
affluence,great weaIth,13,13.9,13,#N/A,#N/A,#N/A
affluent,wealthy,14,13.2,16,#N/A,#N/A,#N/A
afflux,what flows toward,14,,16,#N/A,#N/A,#N/A
afford,able to pay for,2,8.6,4,#N/A,#N/A,4
afford,to give,12,8.6,12,#N/A,#N/A,4
affordable,,2,8.2,#N/A,#N/A,#N/A,1
afforest,to plant in trees,13,,13,#N/A,#N/A,#N/A
affray,public fight,13,13.0,13,#N/A,#N/A,#N/A
affright,to scare,13,12.8,13,#N/A,#N/A,#N/A
affront,open insult,14,11.9,16,#N/A,#N/A,#N/A
afghan,a kind of woolen blanket,13,9.1,13,#N/A,#N/A,#N/A
Afghan,a breed of dog,14,9.1,16,#N/A,#N/A,#N/A
afield,at a distance,10,,10,#N/A,#N/A,#N/A
afire,burning,2,11.9,4,#N/A,#N/A,#N/A
aflame,on fire,4,11.2,4,#N/A,#N/A,#N/A
afloat,floating,2,9.5,4,#N/A,#N/A,#N/A
aflutter,excited,10,,10,#N/A,#N/A,#N/A
afoot,going on,13,10.9,13,#N/A,#N/A,#N/A
afore, before,10,,10,#N/A,#N/A,#N/A
aforementioned,spoken of before,8,14.6,8,#N/A,#N/A,#N/A
aforesaid,-named above,13,14.4,13,#N/A,#N/A,#N/A
aforethought,preplanned,12,13.7,12,#N/A,#N/A,#N/A
aforetime,time before,10,,10,#N/A,#N/A,#N/A
afoul,in trouble with,14,11.8,16,#N/A,#N/A,#N/A
afraid,scared,2,4.8,4,#N/A,#N/A,#N/A
afresh,again,14,,16,#N/A,#N/A,#N/A
Africa,home of the black peoples,4,,4,#N/A,#N/A,#N/A
African,from the black continent,4,,4,#N/A,#N/A,#N/A
Afro,arrangement of hair,8,9.6,8,#N/A,#N/A,#N/A
aft,toward ship's rear,12,12.7,12,#N/A,#N/A,#N/A
after,looking for,2,4.6,4,29,#N/A,#N/A
after,later,2,4.6,4,29,#N/A,#N/A
after,following,4,4.6,4,29,#N/A,#N/A
after,chasing,4,4.6,4,29,#N/A,#N/A
after,close by,4,4.6,4,29,#N/A,#N/A
after,in the rear,10,4.6,10,29,#N/A,#N/A
after,in imitation of,13,4.6,13,29,#N/A,#N/A
after all that, in spite of all that,10,,10,#N/A,#N/A,#N/A
after the manner of,in the style,12,,12,#N/A,#N/A,#N/A
afterbirth,matter following birth of child,10,14.1,10,#N/A,#N/A,#N/A
afterburner,part of jet engine,14,10.7,16,#N/A,#N/A,#N/A
afterdamp,mixture of toxic gases,14,,16,#N/A,#N/A,#N/A
afterdeck,ship's rear deck,10,15.9,10,#N/A,#N/A,#N/A
aftereffect,later results,12,12.1,12,#N/A,#N/A,#N/A
afterglow,gleam before fading,13,12.5,13,#N/A,#N/A,#N/A
afterimage,"continued ""seeing""",13,13.7,13,#N/A,#N/A,#N/A
aftermath,consequence,12,12.1,12,#N/A,#N/A,#N/A
aftermost,last,10,,10,#N/A,#N/A,#N/A
afternoon,from noon to evening,2,5.2,4,#N/A,#N/A,#N/A
afternoon,12 till 6,4,5.2,4,#N/A,#N/A,#N/A
afterthought,later thought,2,12.8,4,#N/A,#N/A,#N/A
afterwards,later,2,,4,#N/A,#N/A,#N/A
afterword,a remark at the end,4,,4,#N/A,#N/A,#N/A
again,once more,2,4.3,4,#N/A,#N/A,#N/A
again,on the other hand,6,4.3,6,#N/A,#N/A,#N/A
against,next to,2,6.1,4,#N/A,#N/A,#N/A
against,not in favor of,4,6.1,4,#N/A,#N/A,#N/A
against the stream,upstream,6,,6,#N/A,#N/A,#N/A
agape,with open mouth,10,,10,#N/A,#N/A,#N/A
agape,unselfish brotherly love,14,,16,#N/A,#N/A,#N/A
agar,a culture medium,14,,16,#N/A,#N/A,#N/A
agar-agar,seaweed jelly,14,,16,#N/A,#N/A,#N/A
agaric,mushrooms and toadstools,14,,16,#N/A,#N/A,#N/A
agate,marble with colored stripes,14,13.0,16,#N/A,#N/A,#N/A
agave,a plant genus,14,14.6,16,#N/A,#N/A,#N/A
agave,fibrous Mexican plant,14,14.6,16,#N/A,#N/A,#N/A
agaze,steadily staring,13,,13,#N/A,#N/A,#N/A
age,years lived,2,4.4,4,#N/A,#N/A,0
age,time of life,2,4.4,4,#N/A,#N/A,0
age,to grow old,2,4.4,4,#N/A,#N/A,0
age,period of history,4,4.4,4,#N/A,#N/A,0
aged,very old,2,,4,#N/A,#N/A,#N/A
aged,allowed to ripen,8,,8,#N/A,#N/A,#N/A
ageless,never grows old,8,10.3,8,#N/A,#N/A,#N/A
agelong,lasting for an age,13,,13,#N/A,#N/A,#N/A
agency,office,6,10.7,6,#N/A,#N/A,#N/A
agenda,things to be done,10,10.0,10,#N/A,#N/A,#N/A
agent,acts for another,6,9.4,6,#N/A,#N/A,#N/A
agent,active power,10,9.4,10,#N/A,#N/A,#N/A
agent provocateur,hired to incite others,14,,16,#N/A,#N/A,#N/A
age-old,goes back for centuries,12,,12,#N/A,#N/A,#N/A
ageratum,a plant with blue or white flowers,14,13.3,16,#N/A,#N/A,#N/A
ages,a long time,6,4.4,6,#N/A,#N/A,#N/A
agglomerate,a mixture,14,15.7,16,#N/A,#N/A,#N/A
agglomeration,indiscriminate mass,13,,13,#N/A,#N/A,#N/A
agglutinate,to unite as with glue,14,14.9,16,#N/A,#N/A,#N/A
agglutinative,tending to combine,14,,16,#N/A,#N/A,#N/A
aggrade,to build up by deposits,14,,16,#N/A,#N/A,#N/A
aggrandize,make greater,14,14.8,16,#N/A,#N/A,#N/A
aggrandizement,an increase in power,14,14.8,16,#N/A,#N/A,#N/A
aggravate,to make worse,10,8.3,10,#N/A,#N/A,#N/A
aggravate,annoy,10,8.3,10,#N/A,#N/A,#N/A
aggravation,making worse,10,9.1,10,#N/A,#N/A,#N/A
aggregate,sum of particulars,14,13.7,16,#N/A,#N/A,#N/A
aggregation,a combined whole,13,14.6,13,#N/A,#N/A,#N/A
aggress,"to attack, use force",10,12.1,10,#N/A,#N/A,#N/A
aggression,an attack,10,9.3,10,#N/A,#N/A,#N/A
aggressive,forceful,6,8.3,6,#N/A,#N/A,5
aggressor,attacks without cause,10,11.5,10,#N/A,#N/A,#N/A
aggressor,the attacker,10,11.5,10,#N/A,#N/A,#N/A
aggrieved,offended,10,12.4,10,#N/A,#N/A,#N/A
aghast,frightened,10,12.0,10,#N/A,#N/A,#N/A
agile,lively,12,11.9,12,#N/A,#N/A,8
agility,"quick, easy motion",10,10.1,10,#N/A,#N/A,#N/A
aging,growing old,6,7.4,6,#N/A,#N/A,#N/A
agitate,disturb,10,10.2,10,#N/A,#N/A,7
agitation,emotional upset,10,11.5,10,#N/A,#N/A,#N/A
agitator,troublemaker,8,11.8,8,#N/A,#N/A,#N/A
agitator,washer blades,12,11.8,12,#N/A,#N/A,#N/A
agleam,gleaming,10,14.7,10,#N/A,#N/A,#N/A
aglet,a metal tag,14,,16,#N/A,#N/A,#N/A
agley,wrong,14,,16,#N/A,#N/A,#N/A
aglitter,shining,10,13.7,10,#N/A,#N/A,#N/A
aglow,shining,6,10.1,6,#N/A,#N/A,#N/A
agnostic,denies knowledge of God,14,13.8,16,#N/A,#N/A,#N/A
agnosticism,unknowability of God,14,,16,#N/A,#N/A,#N/A
ago,past time,2,6.1,4,#N/A,#N/A,#N/A
agog,excited,14,14.7,16,#N/A,#N/A,#N/A
agone,in times past,10,,10,#N/A,#N/A,#N/A
agonic,not forming an angle,14,,16,#N/A,#N/A,#N/A
agonic line,0 degrees compass deflection,14,,16,#N/A,#N/A,#N/A
agonize,to suffer extremely,8,11.6,8,#N/A,#N/A,#N/A
agony,great pain,8,9.2,8,#N/A,#N/A,6
agora,market place,14,13.7,16,#N/A,#N/A,#N/A
agoraphobe,fears open places,12,,12,#N/A,#N/A,#N/A
agoraphobia,fear of open places,14,14.4,16,#N/A,#N/A,#N/A
agouti,rabbitlike animal,14,,16,#N/A,#N/A,#N/A
agrarian,agricultural,12,14.8,12,#N/A,#N/A,#N/A
agree,think the same,2,6.6,4,#N/A,#N/A,#N/A
agreeable,pleasant,6,8.4,6,#N/A,#N/A,#N/A
agreement,accepted by all,2,8.2,4,#N/A,#N/A,#N/A
agreement,a contract,4,8.2,4,#N/A,#N/A,#N/A
agribusiness,producing and selling farm products,14,18.1,16,#N/A,#N/A,#N/A
agricultural,of farming,4,10.1,4,#N/A,#N/A,#N/A
agriculture,farming,4,10.3,4,#N/A,#N/A,#N/A
agriculturist,a farmer,6,,6,#N/A,#N/A,#N/A
agril,clay,14,,16,#N/A,#N/A,#N/A
agronomist,studies soil and crops,14,,16,#N/A,#N/A,#N/A
agronomy,applied agriculture,14,,16,#N/A,#N/A,#N/A
aground,on the ground,4,,4,#N/A,#N/A,#N/A
aground,stuck in shallow water,8,,8,#N/A,#N/A,#N/A
agrypnotic,"causing wakefulness, insomnia",14,,16,#N/A,#N/A,#N/A
ague,fever with chills,14,14.1,16,#N/A,#N/A,#N/A
ah,word of surprise,4,,4,#N/A,#N/A,#N/A
aha,a cry of surprise,6,,6,#N/A,#N/A,#N/A
ahead,in front of,2,6.4,4,#N/A,#N/A,#N/A
ahead,into the future,8,6.4,8,#N/A,#N/A,#N/A
ahem,clearing the throat,8,,8,#N/A,#N/A,#N/A
ahem,listen to me!,10,,10,#N/A,#N/A,#N/A
ahoy,a sailor's call,2,7.6,4,#N/A,#N/A,#N/A
ai,a three-toed sloth,14,,16,#N/A,#N/A,#N/A
aid,help,2,7.2,4,#N/A,#N/A,#N/A
aide,assistant,10,9.6,10,#N/A,#N/A,#N/A
aide-de-camp,general's assistant,12,,12,#N/A,#N/A,#N/A
aide-memoire,a reminder,13,,13,#N/A,#N/A,#N/A
aigrette,plume of feathers,14,15.0,16,#N/A,#N/A,#N/A
aigu,acute accent,14,,16,#N/A,#N/A,#N/A
ail,feel sick,6,10.4,6,#N/A,#N/A,#N/A
aileron,part of plane,10,14.7,10,#N/A,#N/A,#N/A
ailment, illness,6,10.8,6,#N/A,#N/A,#N/A
aim,point a gun,2,6.6,4,#N/A,#N/A,#N/A
aim,purpose,8,6.6,8,#N/A,#N/A,#N/A
aim,to give direction,8,6.6,8,#N/A,#N/A,#N/A
aimless,without purpose,8,10.3,8,#N/A,#N/A,#N/A
ain't,is not,2,,4,#N/A,#N/A,#N/A
aintcha?,ain't you?,4,,4,#N/A,#N/A,#N/A
air,what you breathe,2,4.2,4,#N/A,#N/A,#N/A
air,to ventilate,4,4.2,4,#N/A,#N/A,#N/A
air,to mention publicly,10,4.2,10,#N/A,#N/A,#N/A
air,a look or manner,12,4.2,12,#N/A,#N/A,#N/A
air,to broadcast,12,4.2,12,#N/A,#N/A,#N/A
air base,airplane station,2,,4,#N/A,#N/A,#N/A
air castle,a daydream,13,,13,#N/A,#N/A,#N/A
air force,a country's war planes,4,,4,#N/A,#N/A,#N/A
air mail,send by airplane,2,,4,#N/A,#N/A,#N/A
air pocket,uneven air,6,,6,#N/A,#N/A,#N/A
air raid,a bomb attack by planes,2,,4,#N/A,#N/A,#N/A
air rifle,gun using compressed air,6,,6,#N/A,#N/A,#N/A
airborne,in the air,6,9.9,6,#N/A,#N/A,#N/A
air-conditioned,temperature controlled,2,,4,#N/A,#N/A,#N/A
aircraft,airplane,4,7.6,4,#N/A,#N/A,#N/A
aircraft carrier,\a floating airfield,10,,10,#N/A,#N/A,#N/A
airdrome,an airport,14,15.1,16,#N/A,#N/A,#N/A
Airedale,a large terrier,10,,10,#N/A,#N/A,#N/A
airfield,where planes land,2,8.6,4,#N/A,#N/A,#N/A
airfoil,a wing,12,14.6,12,#N/A,#N/A,#N/A
airier,more open to the air,6,,6,#N/A,#N/A,#N/A
airily,gaily,12,,12,#N/A,#N/A,#N/A
airiness,openness,8,11.4,8,#N/A,#N/A,#N/A
airing,letting in air,2,,4,#N/A,#N/A,#N/A
airing,public discussion,10,,10,#N/A,#N/A,#N/A
airing,air treatment,10,,10,#N/A,#N/A,#N/A
airlift,army plane service,10,12.1,10,#N/A,#N/A,#N/A
airlift,supply by air,10,12.1,10,#N/A,#N/A,#N/A
airline,airplane company,2,8.7,4,#N/A,#N/A,#N/A
airline,passenger planes,4,8.7,4,#N/A,#N/A,#N/A
airman,air crew member,4,8.2,4,#N/A,#N/A,#N/A
air-minded,interested in flying,8,,8,#N/A,#N/A,#N/A
airplane,flying machine,2,3.9,4,18,23.4,#N/A
airport,plane station,2,6.1,4,#N/A,#N/A,#N/A
