id,text,HS
382,Passion. Place. &amp; Purpose - Sat 15 Sept 2018 - BOOK NOW https://t.co/vw4XSunrcq Methodists Dismiss Complaint Against Jeff Sessions Over Using Bible to Defend Family Separation https://t.co/xuGMEL5fZo,0
383,Build the WALL!                    Undocumented immigrant arrested in connection with rape of 11-year-old girl:https://t.co/i5zGw9VKGe,0
384,@TheEconomist Stop the immigration of all 40 muslimcountries quick.,1
385,"If this is implemented well, could be good news for Philadelphians. https://t.co/Ra5CndDjbH",0
386,"@TelegraphNews We stand with the woman of Cologne ,Add France it seems young Arab Immigrants want to do a ISIS and abuse deport them or jail",0
387,.@TheDemocrats .@KamalaHarris .@chuckschumer .@NancyPelosi .@CoryBooker .@Ocasio2018 AMERICANS WANT SAFETY SECURITY FROM ILLEGAL DRUGS GANGS & CRIMINALS 1st#BuildTheDamnWall #BuildThatWall,1
388,"Problem with the books being referred to is that they were written 30 years ago. Massive changes in China, definitely no mass emigration to US, perhaps just the opposite. https://t.co/LBveD83yHG",0
389,"No wonder so many ""refugees"" are accused of fraud--it permeates the whole program. https://t.co/n0cKsphw1d",1
390,"@ABCPolitics @ABC The current #GOP #Congress doesn't care what #Americans think. Most want Obamacare, most support the Mueller investigation, they don't support the tax scam, most want #responsibleguncontrol, most don't want to #BuildThatWall. Stop voting",1
391,"Border agent killed, partner injured by illegal immigrants using rocks, report says https://t.co/z3juJvIuXl#OperationBodyCount #PreventableDeath",1
392,"Trump means that immigration to Europe will destroy Europe,hes again right. We alive a new president which makes a good job for USA and European rulers have to be his housedogs and make everything what he like. https://t.co/OO005bPfGk",1
393,#EU offers states funding to take in migrants https://t.co/GktDSlESju,0
394,Zuckerberg: Facebook won’t delete Holocaust denial posts https://t.co/vN2VLJBdUh,0
395,"#Dobbs #Budget #Congress #PresidentTrump #Appropriations #BuildThatWall..if as much of the wall is secured, away from Congress, more can be extracted in negotiations for DACA: limiting chain migration, visa lottery, etc., as well as merit-based immigration principles (RAISEact)",1
396,100 Bangladeshi Nationals Apprehended near Texas Border in 3 Weeks via @BreitbartNews #NoAmnesty #DeportIllegals #BuildThatWall #TRUMP #MAGA #MASA,1
397,Italy tests EU’s hailed migrant agreement as Conte refuses to accept 450 rescued migrants https://t.co/8pJoEQxSfo,0
398,When it gets too hot for life there we should only accept female climate refugees until the regime renounces their patriarchal ways. Otherwise let them roast.,1
399,"No your not! You are scroungers/soldiers coming to create a caliphate or create chaos. Go home, look after your girlfriends/wives/kids. All fighting age. The last thing you are, are refugees! Bugger off! Bye, bey, cheers.... https://t.co/Mzb4AdRXwh",1
400,"The result of industrial scale #immigration has been quite unprecedented.Inflows of people into lower-paid work, has had a negative impact on the wages of the lowest paid, as the Bank of England confirmed in 2015.#brexit #Brexiteers #BrexitBetrayal #brexitshambles #bitcoin",0
401,Easy solution no benefits after child 2 and wife 1 and no votes for 1st and 2nd generation immigrants simple solution.   No combined benefits and no guarantees of jobs or homes unless they apply before arrival NO MORE SOFT TOUCHES ps Gulf States and Saudi intake of 'refugees' = 0 https://t.co/kkENr9GPph,1
402,"@eScarry @vdare https://t.co/aldUrQnEcUKathryn Steinle, who was murdered by an illegal Mexican immigrant on July 1, 2015.",1
403,"@CartrettJanel @HMLoeschMcK @realDonaldTrump @SenGillibrand @USBorderSec Solar-powered laser stations along that entire southern border, with live cams, so we can watch the barbecue, is a faster build.Then call it #OperationCookOut#MAGA #QAnon #BuildThatW",1
404,Cultural Diversity: The American Culture is fastly becoming the minority culture. But we are the only ones required to take cultural diversity training? No one should be in America without having to learn American Culture. #BuildThatWall #ice #SCOTUS #TrumpRally,1
405,Media silence on this too. https://t.co/mSMg4nF57O,0
406,"You mean, some of the asylum seekers are criminals?! WhaaaaasAAAAAAAAA?! #LiberalLogic #closeborders #deportillegalimmigrants #BuildThatWall",1
407,"https://t.co/L7Zmdmin9BGermanyðŸ•³life at EU CoreðŸ‘‰54,000 “relatives” of migrants came to ðŸ‡©ðŸ‡ª last year for “reunification”. Little Sisters @CSU wanted new limits at 1,000/month bt embassies already report 34,000 new requests. No end to delusions of Merkel, CSU.#Visegrad #V4 https://t.co/36UakphNT8",0
408,"Report: Immigrant Deportation, Separation Can Have ‘Lifelong Impacts’ https://t.co/KJY1vdTM3y #ChicagoTonight https://t.co/jIdhpFdCCp",0
409,"Refugees, spying, attacking media, putting immigrant kids in cages, War, nice w/ murderous dictators, neglecting the black community &amp; mass deportations. All things Trump is accused of, but what Obama actually did. Guess which 1 has a holiday &amp; a Nobel Peace Prize #StopTheBias https://t.co/g0kRxmppPY",0
410,"#EU migration policy has killed over 1,500 refugees at sea so far this year https://t.co/LFr3XUbzwJ",0
411,"@BetterDwelling @KMGVictoria To ignore the role of the immigration invasion and White Genocide in the housing disaster isn't just irresponsible, its criminal.https://t.co/HFGW0AGyPihttps://t.co/kywyK2rg1k",1
412,Poland: our country is safe because we haven't taken in refugees. - https://t.co/ecnpLoC3SW https://t.co/EkykeoBPJD,1
413,You are right on!  He prefers illegal migrants law breakers to American citizens!  I would NEVER vote for him again! https://t.co/r6quw0AjYo,1
414,"The same Max Mosley who published a by-election leaflet saying: ""Coloured immigration threatens your children's health,""  https://t.co/5Uboz1LKdl",1
415,"Sheer racism and bigotry: Israeli lawmaker Oren Hazan on Black African refugee: ""they're getting married, they have kids. We'll stop this... They don't even have a culture... You need to destroy the problem when it's still small."" #Israel https://t.co/JFgI1y5y4u",1
416,Hoping they will reconsider many things - esp. re. #Immigration https://t.co/2cGWzEELGT,0
417,Anyone in Michigan able to drive an immigrant family from Detroit to Chicago on Wednesday? This group has driven moms across the country to be reunited w/ their kids. Now they have a family who needs help picking up documents in Chicago. DM me for details. https://t.co/AqchpSUihj,0
418,Two things to learn from this article.  1) the people pushing wheelchairs in airports basically work for tips. Don’t neglect to show your appreciation.  2) the Huntleigh USA corporation sucks. https://t.co/NhrUIVRe8E https://t.co/IQ04MGxmu0,0
419,"As we continue to serve immigrants and refugees in Memphis, the Mid-South, and across the country, it’s more... https://t.co/27qv4HnrT5",0
420,"By pursuing such a reckless and irresponsible course of action, the US is not just creating a situation of hardship and cruelty for the Palestinian refugees,—",0
421,"‘žMoscow is pressuring West into fixing the country (Syria) broken by Russia, Iran,and their client Assad regime.It is a form of blackmail: either lavish reconstruction funding on the regime or refugees won’t go home &amp; there may be more of them arriving” https://t.co/l6WSTTepxT",0
422,#EU migration policy in focus https://t.co/q5ZIeCFOvo,0
423,"Missed this from @ProPublica and @KCStar last week, but it will probably stay relevant for quite a while: @KrisKobach1787 has made a killing convincing towns to pass anti-immigrant ordinances and then (mostly unsuccessfully) defending them https://t.co/4TOsr0EnqR",0
424,"#RT #AutumnLady by @AnneMarieDapp Mara McClain is a young Irish immigrant looking to begin anew in Victorian-era San Francisco, after the California Gold Rush #Amazon https://t.co/8kU8HeRvND @TorridBooks #romance #gr8books4u #mustread #histfic #BookBoost #BookWorm #goodreads https://t.co/h8plzn5LsQ",0
425,"Fleeing for their lives, migrants trek for the US - TELL YOUR REPS NO MORE REFUGEES OR IMMIGRANTS https://t.co/7OhXa628WV via @YahooNews",1
426,There is change in the air. Mainstrem media is even calling violent Iraqi by his immigration status ... REFUGEE! https://t.co/G1u1GDXHsM,0
427,"Why daily 5000 refugees come from Eritrea ? First they want a better life, second the military service there needs long. They are 80 % accepted in the EU, which is wrong, because the only can come if they pay 8000 â‚¬ for illigal coorruption help. https://t.co/VWwX7oMZwW",1
428,Damning UN report reveals state of global refugee crisis in 2017 https://t.co/6TT4n9Arhk,0
429,"Anyone who has spent any time at all in Europe, Canada or the USA in the last two descades know Australia's problem isn't migrant numbers. It's inaction on infrastructure development. Our roads and public transport are closer to India's.",0
430,MN: SOMALI MUSLIM IMMIGRANTS Explain Why It's Acceptable To Kill Anyone Who Insults Mohammed [VIDEO] https://t.co/pDiVQx40MQ via @100percFEDUP we don't worship Mohammed &amp; Sharia! Don't like it? Go home or we will deport you!,1
431,"Raheem Kasam, “Incredible reports out of Germany about “commandos” foiling a terror plot by a Muslim migrant who had been stockpiling ricin for a shrapnel-packed... https://t.co/odSK6RMZ6A",0
432,@RealDonaldTrump Keep Illegals Lock Up they Broke the Law ! Dont let them infect Aemricans with Diseases #Not1MoreIllegal#Trump #MAGA #Immigration https://t.co/5rAWBSx8bk,1
433,Immigration gone crazy 100 trainee doctors from abroad what about Nurse Practitioners who are their equivalent get pain peanuts and are trained and come from the UK,1
434,Here Are The Photos Of Obama’s Illegal Immigrant Detention Facilities The Media Won’t Show You https://t.co/CLq9h7tskK via @dailycaller,0
435,Ridiculous!   Lots of USA citizens don’t even earn that much money while working to try to support themselves.  Refugees need to go Home!!! https://t.co/kKq5lS2aKN,1
436,@gabegutierrez @mitchellreports Iligal refugees should go home with kids.,1
437,Trump pick to lead UN migrant group has ‘˜pushed fear of Sharia law' https://t.co/keZHGxpTlt,0
438,Immigrants Come LEGALLY like 1.5 Milion Do Every year Not Cross the Border ILLEGALLY Dont Blame the U.S for Your ILLEGAL ACTIONS !  Aidos !  #Trump #MAGA #RedNAtionRising  https://t.co/lD66vGo2DP via @BreitbartNews,1
439,Because it's against the law and undermines the honest efforts of LEGAL immigrants seeking the American dream. #SendThemBack https://t.co/H1GQGFnRjx,0
440,#BuildThatWall We can't afford any more dummies who can't make it on their own.,1
441,Congress must not aid and abet the administration's shameful treatment of immigrants. It's time to demand a moral and compassionate system. https://t.co/mFGdI0F2Fe,0
442,Italian Priest Says Anti-Immigration Matteo Salvini Is ‘˜the Antichrist’ https://t.co/8TrttECZin via @BreitbartNews,0
443,"The Philippine Catholic bishops' work for migrant workers should focus on families who are ""paying the great... https://t.co/WlTN22vxDE",0
444,"UK: Polish Immigrants Returning Home Cite Fear of Terrorism, Anti-White Racism by Blacks https://t.co/Go2lZCyTCq via @WhiteResister",1
445,The DC: 🖨️ Should 3D-printed guns be subject to background checks? and... 🛂 Is the gover… via @Countable https://t.co/4QzTsDGZAs,0
446,âš¡ï¸_x008f_ 2.9 million more refugees fled their home countries between 2016 and 2017.That's the biggest increase we have seen in a single year. Ever.https://t.co/JuUlS4r1DQ,0
447,Watch: refugee says Sweden will be the first country to convert to Islam in Europe - Free Speech Time - https://t.co/YKPPIfdPJI @ISupport_Israel,0
448,THE RAPING OF EUROPE BY MUSLIM RAPEFUGEES FROM HELL !!! SWEEDEN IT'S BEING BETRAYED BY FEMINAZI GOVERNMENT SODOMITES !!! Swedish dentist fired for reporting on refugees patients https://t.co/EE76toBq2a via @YouTube,1
449,Great article in @latimes about Mexican Born wild land firefighters saving property in Trump country. Shasta Co. Too bad this will fall upon deaf trumpers ears. @LATvives  https://t.co/AhGmhj13Og,0
450,"It is now forbidden in France to say: 'French people first, illegal migrants out' https://t.co/GvI4k0qQZD",1
451,Crazy warminister von der Leyen thinks that weapons will bring peace in Mali or Niger and less refugees. Never weapons will bring peace. https://t.co/hhVXbPLOTQ,0
452,"Subterranean money-making, the real globalism: use domestic politics to keep the world safe for oligarch-style deal-making. Distract the people with religious, anti-immigrant nationalism, but protect the oligarch network. Mueller has to have details.    https://t.co/RFO2VC5Aiy",0
